DESTINATION,COMMERCIAL FLAG,CITY,REGION,COUNTRY,FLIGH DIRECTION,FLIGHT TYPE,DATE,DATE YEAR,DATE HALF YEAR,DATE YEAR QUARTER,DATE YEAR MONTH,NBR OF PASSENGERS,CARGO WEIGHT,NBR OF FLIGHTS,SEAT CAPACITY
Corfu,Commercial,Corfu,,Greece,Outgoing,Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,765,0,5,869
Corfu,Commercial,Corfu,,Greece,Outgoing,Scheduled,2010.08.01,2010,2010H2,2010Q3,201008,623,0,4,720
Corfu,Commercial,Corfu,,Greece,Outgoing,Non Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,4697,0,31,5517
Corfu,Commercial,Corfu,,Greece,Outgoing,Non Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,4593,0,28,5053
Corfu,Commercial,Corfu,,Greece,Outgoing,Non Scheduled,2008.10.01,2008,2008H2,2008Q4,200810,158,0,3,611
Corfu,Commercial,Corfu,,Greece,Outgoing,Non Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,1862,0,12,2067
Corfu,Commercial,Corfu,,Greece,Incoming,Non Scheduled,2008.06.01,2008,2008H1,2008Q2,200806,2259,0,23,4083
Corfu,Commercial,Corfu,,Greece,Incoming,Non Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,4772,0,28,5053
Corfu,Commercial,Corfu,,Greece,Incoming,Non Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,2774,0,18,3076
Corfu,Commercial,Corfu,,Greece,Incoming,Non Scheduled,2010.09.01,2010,2010H2,2010Q3,201009,1723,0,11,1890
Corfu,Commercial,Corfu,,Greece,Incoming,Non Scheduled,2010.08.01,2010,2010H2,2010Q3,201008,2087,0,12,2199
Corfu,Commercial,Corfu,,Greece,Outgoing,Scheduled,2011.06.01,2011,2011H1,2011Q2,201106,1592,0,10,1800
Corfu,Commercial,Corfu,,Greece,Outgoing,Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,660,0,4,720
Corfu,Commercial,Corfu,,Greece,Outgoing,Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,438,0,4,689
Corfu,Commercial,Corfu,,Greece,Outgoing,Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,447,0,4,720
Corfu,Commercial,Corfu,,Greece,Outgoing,Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,668,0,5,900
Corfu,Commercial,Corfu,,Greece,Incoming,Scheduled,2011.08.01,2011,2011H2,2011Q3,201108,2793,0,17,3060
Corfu,Commercial,Corfu,,Greece,Incoming,Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,12,0,3,540
Corfu,Commercial,Corfu,,Greece,Incoming,Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,511,0,5,900
Corfu,Commercial,Corfu,,Greece,Incoming,Scheduled,2010.06.01,2010,2010H1,2010Q2,201006,311,0,3,540
Corfu,Commercial,Corfu,,Greece,Outgoing,Non Scheduled,2011.09.01,2011,2011H2,2011Q3,201109,481,0,3,540
Corfu,Commercial,Corfu,,Greece,Outgoing,Non Scheduled,2009.09.01,2009,2009H2,2009Q3,200909,1355,0,13,2407
Corfu,Commercial,Corfu,,Greece,Incoming,Non Scheduled,2011.09.01,2011,2011H2,2011Q3,201109,659,0,4,720
Corfu,Commercial,Corfu,,Greece,Incoming,Non Scheduled,2007.05.01,2007,2007H1,2007Q2,200705,203,0,2,378
Corfu,Commercial,Corfu,,Greece,Incoming,Non Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,1324,0,11,1899
Corfu,Commercial,Corfu,,Greece,Incoming,Scheduled,2011.09.01,2011,2011H2,2011Q3,201109,1975,150,13,2281
Corfu,Commercial,Corfu,,Greece,Incoming,Scheduled,2008.06.01,2008,2008H1,2008Q2,200806,85,0,3,516
Corfu,Commercial,Corfu,,Greece,Incoming,Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,721,0,5,900
Corfu,Commercial,Corfu,,Greece,Outgoing,Non Scheduled,2011.07.01,2011,2011H2,2011Q3,201107,851,0,5,900
Corfu,Commercial,Corfu,,Greece,Outgoing,Non Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,4762,0,31,5272
Corfu,Commercial,Corfu,,Greece,Outgoing,Non Scheduled,2009.07.01,2009,2009H2,2009Q3,200907,2689,0,18,3075
Corfu,Commercial,Corfu,,Greece,Incoming,Non Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,2293,0,25,4188
Corfu,Commercial,Corfu,,Greece,Incoming,Non Scheduled,2009.05.01,2009,2009H1,2009Q2,200905,0,0,1,189
Corfu,Commercial,Corfu,,Greece,Outgoing,Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,817,0,5,900
Corfu,Commercial,Corfu,,Greece,Outgoing,Scheduled,2010.09.01,2010,2010H2,2010Q3,201009,331,0,3,540
Corfu,Commercial,Corfu,,Greece,Incoming,Scheduled,2012.06.01,2012,2012H1,2012Q2,201206,303,0,3,540
Corfu,Commercial,Corfu,,Greece,Incoming,Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,966,0,6,1037
Corfu,Commercial,Corfu,,Greece,Incoming,Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,420,0,3,540
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2010.08.01,2010,2010H2,2010Q3,201008,929,0,5,945
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2011.06.01,2011,2011H1,2011Q2,201106,543,0,3,567
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,1639,0,11,1917
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2009.07.01,2009,2009H2,2009Q3,200907,333,0,3,567
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2010.08.01,2010,2010H2,2010Q3,201008,940,0,5,947
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2011.09.01,2011,2011H2,2011Q3,201109,512,0,3,567
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,1059,0,7,1323
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2009.09.01,2009,2009H2,2009Q3,200909,538,0,4,756
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2010.07.01,2010,2010H2,2010Q3,201007,696,0,4,761
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,707,0,7,1274
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,1644,0,11,1917
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2009.07.01,2009,2009H2,2009Q3,200907,518,0,3,567
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,744,0,4,756
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2012.06.01,2012,2012H1,2012Q2,201206,175,0,1,189
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,1369,0,9,1680
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,175,0,3,567
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2010.07.01,2010,2010H2,2010Q3,201007,700,0,4,761
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2012.06.01,2012,2012H1,2012Q2,201206,376,0,2,378
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2008.06.01,2008,2008H1,2008Q2,200806,1334,0,9,1593
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2011.07.01,2011,2011H2,2011Q3,201107,737,0,4,756
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2008.06.01,2008,2008H1,2008Q2,200806,659,0,9,1593
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,1608,0,12,2106
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2011.08.01,2011,2011H2,2011Q3,201108,893,0,5,945
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2011.06.01,2011,2011H1,2011Q2,201106,764,0,4,765
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,1147,0,9,1593
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,101,0,2,357
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,711,0,5,928
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,1447,0,9,1701
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,1708,0,12,2106
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2009.09.01,2009,2009H2,2009Q3,200909,560,0,3,572
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,930,0,5,945
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,1390,0,9,1680
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2010.06.01,2010,2010H1,2010Q2,201006,569,0,3,571
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2010.09.01,2010,2010H2,2010Q3,201009,551,0,3,569
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,1479,0,9,1701
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,1577,0,11,1917
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2010.06.01,2010,2010H1,2010Q2,201006,335,0,3,567
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2010.09.01,2010,2010H2,2010Q3,201009,759,0,4,762
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2011.07.01,2011,2011H2,2011Q3,201107,733,0,4,756
Kos,Commercial,Kos,,Greece,Outgoing,Non Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,677,0,4,756
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2011.09.01,2011,2011H2,2011Q3,201109,713,0,4,756
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2011.08.01,2011,2011H2,2011Q3,201108,897,0,5,945
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,164,0,1,189
Kos,Commercial,Kos,,Greece,Incoming,Non Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,1009,0,7,1262
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Non Scheduled,2012.06.01,2012,2012H1,2012Q2,201206,0,13724,3,0
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Non Scheduled,2011.09.01,2011,2011H2,2011Q3,201109,0,0,1,0
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Non Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,0,0,1,0
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2011.07.01,2011,2011H2,2011Q3,201107,150,0,1,180
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2012.06.01,2012,2012H1,2012Q2,201206,3257,85540,52,4828
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2011.06.01,2011,2011H1,2011Q2,201106,4677,117598,59,6106
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,5756,162862,75,7237
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,5437,132182,71,6995
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,6172,113964,75,7271
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2008.03.01,2008,2008H1,2008Q1,200803,4196,147804,51,4224
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,5801,118429,64,5801
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2010.11.01,2010,2010H2,2010Q4,201011,3050,0,30,4260
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2011.12.01,2011,2011H2,2011Q4,201112,3438,161951,49,4402
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2007.01.01,2007,2007H1,2007Q1,200701,3229,226680,52,4396
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,5694,270308,67,7013
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2008.03.01,2008,2008H1,2008Q1,200803,4180,259515,51,4224
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2008.02.01,2008,2008H1,2008Q1,200802,3700,281606,50,3740
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,4805,257240,65,5632
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2009.09.01,2009,2009H2,2009Q3,200909,4810,222607,64,6708
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2010.01.01,2010,2010H1,2010Q1,201001,2738,187010,50,4260
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Non Scheduled,2012.05.01,2012,2012H1,2012Q2,201205,103,5373,2,140
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Non Scheduled,2012.03.01,2012,2012H1,2012Q1,201203,0,0,1,0
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Non Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,48,0,1,49
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Non Scheduled,2010.09.01,2010,2010H2,2010Q3,201009,56,0,1,180
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2011.09.01,2011,2011H2,2011Q3,201109,0,0,1,0
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,7,0,1,132
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,0,0,2,142
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2009.10.01,2009,2009H2,2009Q4,200910,0,8081,1,0
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2010.11.01,2010,2010H2,2010Q4,201011,0,236443,20,0
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2009.11.01,2009,2009H2,2009Q4,200911,0,10054,1,0
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2009.12.01,2009,2009H2,2009Q4,200912,0,185,2,123
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2011.11.01,2011,2011H2,2011Q4,201111,3246,139859,51,4260
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2011.10.01,2011,2011H2,2011Q4,201110,4749,125846,63,6106
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2007.05.01,2007,2007H1,2007Q2,200705,5513,205731,74,7387
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,5695,126203,71,7076
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,5267,129342,65,5808
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,5538,141183,68,6390
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2009.05.01,2009,2009H1,2009Q2,200905,4880,145810,63,5541
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,4946,172280,65,5632
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2010.09.01,2010,2010H2,2010Q3,201009,4364,153044,66,6106
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2010.08.01,2010,2010H2,2010Q3,201008,5290,131964,62,6390
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2012.02.01,2012,2012H1,2012Q1,201202,1864,161881,34,2414
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2011.11.01,2011,2011H2,2011Q4,201111,2917,202106,51,4260
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2011.09.01,2011,2011H2,2011Q3,201109,4879,230876,65,6106
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2011.06.01,2011,2011H1,2011Q2,201106,4535,181945,60,6106
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2007.05.01,2007,2007H1,2007Q2,200705,5423,264276,70,7389
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2007.12.01,2007,2007H2,2007Q4,200712,3947,228531,47,4092
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,5051,314859,66,5720
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2008.12.01,2008,2008H2,2008Q4,200812,3698,187313,49,3968
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2009.01.01,2009,2009H1,2009Q1,200901,3130,223250,51,3840
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2009.02.01,2009,2009H1,2009Q1,200902,3518,224051,48,3584
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2009.07.01,2009,2009H2,2009Q3,200907,5130,228464,67,6808
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2010.06.01,2010,2010H1,2010Q2,201006,4285,206336,62,6106
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Non Scheduled,2011.12.01,2011,2011H2,2011Q4,201112,0,12301,2,0
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Non Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,64,0,1,64
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Non Scheduled,2010.11.01,2010,2010H2,2010Q4,201011,296,171782,24,391
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Non Scheduled,2009.12.01,2009,2009H2,2009Q4,200912,388,0,4,492
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Non Scheduled,2010.03.01,2010,2010H1,2010Q1,201003,0,9648,3,0
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2012.05.01,2012,2012H1,2012Q2,201205,94,8776,3,140
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2011.11.01,2011,2011H2,2011Q4,201111,0,0,1,0
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2011.10.01,2011,2011H2,2011Q4,201110,0,0,2,0
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2011.01.01,2011,2011H1,2011Q1,201101,0,0,4,568
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2009.01.01,2009,2009H1,2009Q1,200901,0,0,1,0
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2010.09.01,2010,2010H2,2010Q3,201009,37,9395,3,180
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2012.04.01,2012,2012H1,2012Q2,201204,3441,105541,53,4896
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2011.12.01,2011,2011H2,2011Q4,201112,2857,119788,49,4402
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2011.09.01,2011,2011H2,2011Q3,201109,4728,142596,65,6106
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2012.01.01,2012,2012H1,2012Q1,201201,2039,130169,38,2556
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2007.04.01,2007,2007H1,2007Q2,200704,4875,119258,70,6975
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2008.06.01,2008,2008H1,2008Q2,200806,5256,160929,65,5676
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2009.01.01,2009,2009H1,2009Q1,200901,3542,88575,51,3840
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2009.04.01,2009,2009H1,2009Q2,200904,5018,96006,64,5504
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2009.11.01,2009,2009H2,2009Q4,200911,3339,126341,50,4680
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2010.12.01,2010,2010H2,2010Q4,201012,2836,99907,42,3834
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2010.04.01,2010,2010H1,2010Q2,201004,3837,103505,55,5254
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2010.03.01,2010,2010H1,2010Q1,201003,3422,179993,55,4686
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2010.01.01,2010,2010H1,2010Q1,201001,3106,120126,50,4260
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,5988,249152,71,7283
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2007.02.01,2007,2007H1,2007Q1,200702,3440,250626,47,4074
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2007.03.01,2007,2007H1,2007Q1,200703,4556,255543,56,5431
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2009.10.01,2009,2009H2,2009Q4,200910,4574,221189,60,6396
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2010.09.01,2010,2010H2,2010Q3,201009,4503,255186,65,6106
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2010.03.01,2010,2010H1,2010Q1,201003,3701,229784,55,4686
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Non Scheduled,2007.04.01,2007,2007H1,2007Q2,200704,0,0,1,0
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Non Scheduled,2008.12.01,2008,2008H2,2008Q4,200812,0,0,1,180
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Non Scheduled,2009.02.01,2009,2009H1,2009Q1,200902,0,0,2,238
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Non Scheduled,2010.07.01,2010,2010H2,2010Q3,201007,0,38974,7,0
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Non Scheduled,2010.02.01,2010,2010H1,2010Q1,201002,113,0,2,156
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2012.03.01,2012,2012H1,2012Q1,201203,0,0,2,0
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2012.01.01,2012,2012H1,2012Q1,201201,0,0,4,568
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,0,0,1,0
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2009.09.01,2009,2009H2,2009Q3,200909,0,10807,1,0
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2010.12.01,2010,2010H2,2010Q4,201012,0,36089,8,180
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2012.05.01,2012,2012H1,2012Q2,201205,3486,111175,54,4970
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2011.08.01,2011,2011H2,2011Q3,201108,5566,134667,68,6390
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2011.01.01,2011,2011H1,2011Q1,201101,3126,163843,50,4260
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2011.07.01,2011,2011H2,2011Q3,201107,4386,143983,63,6002
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2011.02.01,2011,2011H1,2011Q1,201102,2401,175605,44,3692
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,5260,139750,73,7073
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2008.02.01,2008,2008H1,2008Q1,200802,3602,123995,50,3728
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2008.04.01,2008,2008H1,2008Q2,200804,4836,153984,65,5590
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,5639,119967,67,5850
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2009.02.01,2009,2009H1,2009Q1,200902,3365,102580,48,3584
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2009.03.01,2009,2009H1,2009Q1,200903,3961,120374,55,4224
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,5373,86915,63,6891
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2010.07.01,2010,2010H2,2010Q3,201007,4353,107266,58,6248
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2011.10.01,2011,2011H2,2011Q4,201110,4723,210828,63,6106
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2011.08.01,2011,2011H2,2011Q3,201108,5341,197105,68,6390
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,5803,269853,70,7377
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,5288,275158,65,5808
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2008.11.01,2008,2008H2,2008Q4,200811,3763,241588,50,3840
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2009.05.01,2009,2009H1,2009Q2,200905,4885,224766,62,5541
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Scheduled,2010.11.01,2010,2010H2,2010Q4,201011,2980,0,30,4260
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Non Scheduled,2011.01.01,2011,2011H1,2011Q1,201101,0,0,3,426
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Non Scheduled,2007.05.01,2007,2007H1,2007Q2,200705,0,0,1,180
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Non Scheduled,2010.08.01,2010,2010H2,2010Q3,201008,42,5290,2,86
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2012.06.01,2012,2012H1,2012Q2,201206,0,27062,3,0
Cologne,Commercial,Köln,Germany ED,Germany,Incoming,Non Scheduled,2010.07.01,2010,2010H2,2010Q3,201007,0,52507,9,0
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2012.02.01,2012,2012H1,2012Q1,201202,1654,108161,37,2414
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2007.12.01,2007,2007H2,2007Q4,200712,3610,104665,47,4092
Cologne,Commercial,Köln,Germany ED,Germany,Outgoing,Scheduled,2010.05.01,2010,2010H1,2010Q2,201005,4810,217354,64,6248
